,stock,description,tokenized_description
449,贵州茅台,"['稳健', '增长', '韧性', '十足', '深化改革', '砥砺', '前行']","['稳健', '增长', '韧性', '十足', '深化改革', '砥砺', '前行']"
450,内蒙华电,"['煤电', '联营', '优势', '显著', '业绩', '稳健', '行稳', '致远']","['煤电', '联营', '优势', '显著', '业绩', '稳健', '行稳', '致远']"
451,得润电子,"['保时捷', 'Taycan', '碳化硅', 'OBC', '独家', '供应商', '立足', '高端', '树立', '行业', '标杆']","['保时捷', 'Taycan', '碳化硅', 'OBC', '独家', '供应商', '立足', '高端', '树立', '行业', '标杆']"
452,木林森,"['LED', '有望', '逐步', '回暖', '植物', '照明', '与', '储能', '打开', '增长', '通道']","['LED', '有望', '逐步', '回暖', '植物', '照明', '与', '储能', '打开', '增长', '通道']"
453,康华生物,"['人用', '狂苗', '产能', '释放', '领先', '布局', '犬用', '狂苗']","['人用', '狂苗', '产能', '释放', '领先', '布局', '犬用', '狂苗']"
454,福然德首,"['汽车', '钢', '加工', '配送', '龙头', '稳步', '推进', '铝压铸']","['汽车', '钢', '加工', '配送', '龙头', '稳步', '推进', '铝压铸']"
455,中联重科,"['大手笔', '回购', '彰显', '长期', '发展', '信心', '多元化', '、', '国际化', '、', '电动', '化', '齐发', '力', '平抑', '周期', '波动']","['大手笔', '回购', '彰显', '长期', '发展', '信心', '多元化', '、', '国际化', '、', '电动', '化', '齐发', '力', '平抑', '周期', '波动']"
456,华鲁恒升,"['业绩', '预告', '超', '预期', '无惧', '短期', '价差', '波动']","['业绩', '预告', '超', '预期', '无惧', '短期', '价差', '波动']"
457,中熔电气,"['看好', 'EV', '高', '电压', '化', '和', '储能', '加速', '带动', '的', '弹性']","['看好', 'EV', '高', '电压', '化', '和', '储能', '加速', '带动', '的', '弹性']"
458,珀莱雅,"['大', '单品', '策略', '成效显著', '短期', '利润', '扰动', '不改', '长期', '向', '好', '预期']","['大', '单品', '策略', '成效显著', '短期', '利润', '扰动', '不改', '长期', '向', '好', '预期']"
459,天岳先进,"['国内', 'SIC', '衬底', '龙头', '厂商', '重大', '合同', '签订', '彰显', '公司', '产品', '力']","['国内', 'SIC', '衬底', '龙头', '厂商', '重大', '合同', '签订', '彰显', '公司', '产品', '力']"
460,华鲁恒升,"['业绩', '同比', '延续', '增长', '新', '基地', '、', '新', '项目', '保障', '公司', '高', '成长']","['业绩', '同比', '延续', '增长', '新', '基地', '、', '新', '项目', '保障', '公司', '高', '成长']"
461,厦钨新能,"['产业链', '合作', '深化', '前驱', '体', '研发', '升级']","['产业链', '合作', '深化', '前驱', '体', '研发', '升级']"
462,申通快递,"['底部', '反转', '扬帆', '起', '未来', '成长', '尤可期']","['底部', '反转', '扬帆', '起', '未来', '成长', '尤可期']"
463,专精特新,"['寻找', '下', '一个', '隐形', '冠军']","['寻找', '下', '一个', '隐形', '冠军']"
464,振华新材,"['2022', '年', '上半年', '业绩', '预告', '点评']","['2022', '年', '上半年', '业绩', '预告', '点评']"
465,华能水电,"['量', '价齐升', '叠加', '财务费用', '下降', '推动', '利润', '高速', '增长']","['量', '价齐升', '叠加', '财务费用', '下降', '推动', '利润', '高速', '增长']"
466,贝因美首,"['初心', '如磐', '再', '启程', '业绩', '有望', '迎', '拐点']","['初心', '如磐', '再', '启程', '业绩', '有望', '迎', '拐点']"
467,申能股份,"['上海', '区域', '核心', '综合', '能源', '供应商']","['上海', '区域', '核心', '综合', '能源', '供应商']"
468,三人行2,"['高', '增长', '印证', '预期', '元', '宇宙', '再迎', '助力']","['高', '增长', '印证', '预期', '元', '宇宙', '再迎', '助力']"
469,天岳先进,"['导电', '型', '碳化硅', '衬底', '获长单', '销售', '合同']","['导电', '型', '碳化硅', '衬底', '获长单', '销售', '合同']"
470,SC_N,"['TOPCon', '_', 'trend', '_', 'established', 'SC', '’', 's', '_', 'PE', '－', 'Poly', '_', 'shipping', '_', 'to', '_', 'speed', '_', 'up']","['TOPCon', '_', 'trend', '_', 'established', 'SC', '’', 's', '_', 'PE', '－', 'Poly', '_', 'shipping', '_', 'to', '_', 'speed', '_', 'up']"
471,裕同科技,"['收购', '华宝', '利', '60', '％', '股权', '业务', '矩阵', '再', '延展']","['收购', '华宝', '利', '60', '％', '股权', '业务', '矩阵', '再', '延展']"
472,震裕科技,"['下游', '客户', '再度', '扩产', '市占率', '有望', '进一步', '抬升']","['下游', '客户', '再度', '扩产', '市占率', '有望', '进一步', '抬升']"
473,双良节能,"['HJT', '硅片', '长单', '落地', '受益', '硅片', '环节', '高', '景气']","['HJT', '硅片', '长单', '落地', '受益', '硅片', '环节', '高', '景气']"
474,珀莱雅二,"['Q2', '收入', '延续', '快速增长', '期待', '多', '品牌', '持续', '发力']","['Q2', '收入', '延续', '快速增长', '期待', '多', '品牌', '持续', '发力']"
475,贵州茅台,"['二季度', '保持稳定', '增长', '十四五', '业绩', '有望', '提速']","['二季度', '保持稳定', '增长', '十四五', '业绩', '有望', '提速']"
476,BTG_,"['Earnings', '_', 'under', '_', 'pressure', '_', 'in', '_', '1H22', '；', 'we', '_', 'expect', '_', 'post', '－', 'COVID', '_', 'recovery']","['Earnings', '_', 'under', '_', 'pressure', '_', 'in', '_', '1H22', '；', 'we', '_', 'expect', '_', 'post', '－', 'COVID', '_', 'recovery']"
477,贵州茅台,"['二季度', '经营', '数据', '基本', '符合', '预期', '改革', '持续', '推进']","['二季度', '经营', '数据', '基本', '符合', '预期', '改革', '持续', '推进']"
478,电力设备,"['2022', '年', '中期', '投资', '策略', '－', '锂电', '篇']","['2022', '年', '中期', '投资', '策略', '－', '锂电', '篇']"
479,众源新材,"['Q2', '扣非', '净利', '环比', '增长', '97', '％', '电池', '托盘', '及', '防腐材料', '开辟', '新', '增长极']","['Q2', '扣非', '净利', '环比', '增长', '97', '％', '电池', '托盘', '及', '防腐材料', '开辟', '新', '增长极']"
480,贵州茅台,"['改革', '持续', '落地', '促', '茅台', '加速', '发展']","['改革', '持续', '落地', '促', '茅台', '加速', '发展']"
481,晶晨股份,"['中', '报', '业绩', '符合', '预期', 'AI', '－', 'IPC', '和', 'WiFi', '－', '6', '新品', '上市', '打开', '成长', '空间']","['中', '报', '业绩', '符合', '预期', 'AI', '－', 'IPC', '和', 'WiFi', '－', '6', '新品', '上市', '打开', '成长', '空间']"
482,概伦电子,"['EDA', '首秀', '领航', '存储', '—', '—', '科技', '前瞻', '系列', '之七']","['EDA', '首秀', '领航', '存储', '—', '—', '科技', '前瞻', '系列', '之七']"
483,星帅尔,"['发行', '可转债', '扩充', '产能', '深化', '光伏', '新能源', '领域', '布局']","['发行', '可转债', '扩充', '产能', '深化', '光伏', '新能源', '领域', '布局']"
484,贵州茅台,"['半年度', '收官', '彰显', '龙头', '风范', '—', '—', '2022', '年', 'H1', '主要', '经营', '数据', '公告', '点评']","['半年度', '收官', '彰显', '龙头', '风范', '—', '—', '2022', '年', 'H1', '主要', '经营', '数据', '公告', '点评']"
485,贵州茅台,"['五合', '营销', '下', '跑', '起来', '的', '速度']","['五合', '营销', '下', '跑', '起来', '的', '速度']"
486,珀莱雅二,"['Q2', '业绩', '略超', '预期', '主', '品牌', '、', '子', '品牌', '双轮', '驱动']","['Q2', '业绩', '略超', '预期', '主', '品牌', '、', '子', '品牌', '双轮', '驱动']"
487,贵州茅台,"['业绩', '符合', '预期', '实力', '与', '动力', '兼具']","['业绩', '符合', '预期', '实力', '与', '动力', '兼具']"
488,时代电气,"['2022', '上半年', '维持', '高', '增长', '电车', '配套', '业务', '蓬勃', '发']","['2022', '上半年', '维持', '高', '增长', '电车', '配套', '业务', '蓬勃', '发']"
489,裕同科技,"['收购', '华宝', '利', '从', '包材延', '申至', '产品', '，', '一体化', '服务', '能力', '再', '强化']","['收购', '华宝', '利', '从', '包材延', '申至', '产品', '，', '一体化', '服务', '能力', '再', '强化']"
490,东方电缆,"['中标', '青州', '六', '等', '项目', '价值量', '保持', '预期', '高位']","['中标', '青州', '六', '等', '项目', '价值量', '保持', '预期', '高位']"
491,三一重能,"['风机', '新锐', '望迎', '格局', '突破']","['风机', '新锐', '望迎', '格局', '突破']"
492,高能环境,"['从', '0', '到', '1', '突破', '资源化', '彰显', '龙头', 'α', '从', '1', '到', 'N', '复制', '打造', '多', '金属', '再生', '利用', '平台']","['从', '0', '到', '1', '突破', '资源化', '彰显', '龙头', 'α', '从', '1', '到', 'N', '复制', '打造', '多', '金属', '再生', '利用', '平台']"
493,金禾实业,"['6', '月', '出口', '持续', '好转', '无', '糖化', '仍', '是', '大', '趋势']","['6', '月', '出口', '持续', '好转', '无', '糖化', '仍', '是', '大', '趋势']"
494,华海清科,"['22H1', '收入', '和', '利润', '超', '预期', '持续', '看好', '公司', '利润率', '曲线', '上行']","['22H1', '收入', '和', '利润', '超', '预期', '持续', '看好', '公司', '利润率', '曲线', '上行']"
495,裕同科技,"['收购', '华宝', '利', '电子', '切入', '声学', '机器人', '领域', '，', '业务', '版图', '再', '扩张']","['收购', '华宝', '利', '电子', '切入', '声学', '机器人', '领域', '，', '业务', '版图', '再', '扩张']"
496,贵州茅台,"['上半年', '为', '完成', '全年', '目标', '任务', '奠定', '坚实基础']","['上半年', '为', '完成', '全年', '目标', '任务', '奠定', '坚实基础']"
497,台华新材,"['演绎', '切片', '降价', '预期', 'PA', '产业链', '成本', '或', '逐步', '进入', '下行', '通道']","['演绎', '切片', '降价', '预期', 'PA', '产业链', '成本', '或', '逐步', '进入', '下行', '通道']"
498,珀莱雅,"['业绩', '持续', '高增', '“', '大', '单品', '”', '强者', '恒强']","['业绩', '持续', '高增', '“', '大', '单品', '”', '强者', '恒强']"
499,中瓷电子,"['资产重组', '有序', '加快', '推进', '碳化硅', 'MOSFET', '爆发', '可', '期']","['资产重组', '有序', '加快', '推进', '碳化硅', 'MOSFET', '爆发', '可', '期']"
500,晶晨股份,"['多元', '产品线', '和', '优质', '客群', '穿越', '下行', '周期']","['多元', '产品线', '和', '优质', '客群', '穿越', '下行', '周期']"
501,中联重科,"['拟', '推出', '40', '亿元', '大额', '回购', '计划', '行业', '底部', '坚定', '长期', '发展', '信心']","['拟', '推出', '40', '亿元', '大额', '回购', '计划', '行业', '底部', '坚定', '长期', '发展', '信心']"
502,鲁商发展,"['化妆品', '营收', '高增', '原料', '稳健', '向', '好']","['化妆品', '营收', '高增', '原料', '稳健', '向', '好']"
503,贵州茅台,"['中', '报', '业绩', '显', '韧性', '直营', '体系', '构建', '和', '系列', '酒', '增长', '显', '亮点']","['中', '报', '业绩', '显', '韧性', '直营', '体系', '构建', '和', '系列', '酒', '增长', '显', '亮点']"
504,隆基绿能,"['22Q2', '盈利', '高增', '单晶', '之王', '强者', '恒强']","['22Q2', '盈利', '高增', '单晶', '之王', '强者', '恒强']"
505,珀莱雅2,"['大', '单品', '策略', '再', '进阶', '多渠道', '齐头并进']","['大', '单品', '策略', '再', '进阶', '多渠道', '齐头并进']"
506,中炬高新,"['股权结构', '新进展', '期待', '经营', '业绩', '改善']","['股权结构', '新进展', '期待', '经营', '业绩', '改善']"
507,珀莱雅,"['业绩', '逆势', '稳健', '增长', '渠道', '及', '产品', '共驱', '健康', '发展']","['业绩', '逆势', '稳健', '增长', '渠道', '及', '产品', '共驱', '健康', '发展']"
508,国金证券,"['投行', '收入', '占', '比', '行业', '领先', '地方', '国资', '注入', '发展', '新动力']","['投行', '收入', '占', '比', '行业', '领先', '地方', '国资', '注入', '发展', '新动力']"
509,中控技术,"['业绩', '超', '预期', '流程', '智能', '制造', '龙头', '迎', '加速', '成长', '机遇']","['业绩', '超', '预期', '流程', '智能', '制造', '龙头', '迎', '加速', '成长', '机遇']"
510,贵州茅台,"['市场化', '改革', '持续', '发力', 'Q2', '延续', '加速', '势头']","['市场化', '改革', '持续', '发力', 'Q2', '延续', '加速', '势头']"
511,贵州茅台,"['无惧', '疫情', '冲击', '新', '产品', '和', '新', '渠道', '发力', '，', '不', '确定', '环境', '下', '的', '确定', '品种']","['无惧', '疫情', '冲击', '新', '产品', '和', '新', '渠道', '发力', '，', '不', '确定', '环境', '下', '的', '确定', '品种']"
512,建龙微纳,"['产能', '扩张', '与', '产品', '进阶', '并行', '向', '全球', '分子筛', '龙头', '迈进']","['产能', '扩张', '与', '产品', '进阶', '并行', '向', '全球', '分子筛', '龙头', '迈进']"
513,康冠科技,"['全球', '领先', '的', '智能', '显示', '制造商', '定制', '化研产', '优势', '凸显']","['全球', '领先', '的', '智能', '显示', '制造商', '定制', '化研产', '优势', '凸显']"
514,江山欧派,"['渠道', '优化', '稳步', '推进', '经销商', '及', '代理商', '渠道', '收入', '高增']","['渠道', '优化', '稳步', '推进', '经销商', '及', '代理商', '渠道', '收入', '高增']"
